"Rk.x","Player","Debut.x","Age.x","Yrs.x","G.x","MP...7.x","FG.x","FGA.x","3P.x","3PA.x","FT.x","FTA.x","ORB.x","TRB...15.x","AST...16.x","STL...17.x","BLK...18.x","TOV.x","PF.x","PTS...21.x","FG%.x","3P%.x","FT%.x","MP...25.x","PTS...26.x","TRB...27.x","AST...28.x","STL...29.x","BLK...30.x","year","first_team","Rk.y","Debut.y","Age.y","Yrs.y","G.y","MP...7.y","FG.y","FGA.y","3P.y","3PA.y","FT.y","FTA.y","ORB.y","TRB...15.y","AST...16.y","STL...17.y","BLK...18.y","TOV.y","PF.y","PTS...21.y","FG%.y","3P%.y","FT%.y","MP...25.y","PTS...26.y","TRB...27.y","AST...28.y","STL...29.y","BLK...30.y"
63,"Nolan Smith","Dec 26, '11, POR vs. PHI",23,1,44,541,67,180,13,45,20,28,17,56,62,18,3,42,55,167,0.372,0.289,0.714,12.3,3.8,1.3,1.4,0.4,0.1,2011,"POR",63,"Dec 26, '11, POR vs. PHI",23,2,84,829,109,294,19,73,40,56,24,83,97,25,4,71,81,277,0.371,0.26,0.714,9.9,3.3,1,1.2,0.3,0
64,"Greg Stiemsma","Dec 28, '11, BOS @ NOH",26,1,55,766,66,121,0,0,29,41,48,177,28,37,85,33,144,161,0.545,NA,0.707,13.9,2.9,3.2,0.5,0.7,1.5,2011,"BOS",64,"Dec 28, '11, BOS @ NOH",26,4,203,3048,269,529,0,1,103,146,190,679,97,118,232,143,512,641,0.509,0,0.705,15,3.2,3.3,0.5,0.6,1.1
65,"Julyan Stone","Jan 11, '12, DEN vs. NJN",23,1,22,179,13,31,2,11,8,11,5,25,37,8,6,11,18,36,0.419,0.182,0.727,8.1,1.6,1.1,1.7,0.4,0.3,2011,"DEN",65,"Jan 11, '12, DEN vs. NJN",23,4,70,502,28,63,10,32,14,20,10,77,77,16,8,25,56,80,0.444,0.313,0.7,7.2,1.1,1.1,1.1,0.2,0.1
66,"Isaiah Thomas","Dec 26, '11, SAC vs. LAL",22,1,65,1656,256,571,83,219,154,185,48,168,266,53,8,105,121,749,0.448,0.379,0.832,25.5,11.5,2.6,4.1,0.8,0.1,2011,"SAC",66,"Dec 26, '11, SAC vs. LAL",22,12,556,15582,3170,7301,1044,2880,2339,2682,284,1321,2641,472,61,1242,1146,9723,0.434,0.363,0.872,28,17.5,2.4,4.8,0.8,0.1
67,"Lance Thomas","Dec 28, '11, NOH vs. BOS",23,1,42,630,57,126,0,1,52,62,49,126,12,10,7,24,78,166,0.452,0,0.839,15,4,3,0.3,0.2,0.2,2011,"NOH",67,"Dec 28, '11, NOH vs. BOS",23,9,399,7323,748,1796,165,433,389,487,293,1021,266,148,55,266,683,2050,0.416,0.381,0.799,18.4,5.1,2.6,0.7,0.4,0.1
68,"Malcolm Thomas","Jan 13, '12, SAS vs. POR",23,1,3,15,0,3,0,0,1,2,1,3,1,1,1,0,0,1,0,NA,0.5,5,0.3,1,0.3,0.3,0.3,2011,"SAS",68,"Jan 13, '12, SAS vs. POR",23,4,40,329,30,69,1,11,15,25,27,96,14,6,7,25,30,76,0.435,0.091,0.6,8.2,1.9,2.4,0.4,0.2,0.2
69,"Trey Thompkins","Dec 28, '11, LAC @ SAS",21,1,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,0.393,0.308,0.714,5,2.4,1,0.1,0.1,0.1,2011,"LAC",69,"Dec 28, '11, LAC @ SAS",21,1,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,0.393,0.308,0.714,5,2.4,1,0.1,0.1,0.1
70,"Klay Thompson","Dec 25, '11, GSW vs. LAC",21,1,66,1608,318,718,111,268,79,91,24,161,133,49,20,103,155,826,0.443,0.414,0.868,24.4,12.5,2.4,2,0.7,0.3,2011,"GSW",70,"Dec 25, '11, GSW vs. LAC",21,11,793,25844,5794,12782,2481,6010,1462,1704,362,2795,1843,676,413,1336,1624,15531,0.453,0.413,0.858,32.6,19.6,3.5,2.3,0.9,0.5
71,"Mychel Thompson","Jan 4, '12, CLE @ TOR",23,1,5,95,7,24,4,11,0,0,0,5,7,2,1,5,8,18,0.292,0.364,NA,19,3.6,1,1.4,0.4,0.2,2011,"CLE",71,"Jan 4, '12, CLE @ TOR",23,1,5,95,7,24,4,11,0,0,0,5,7,2,1,5,8,18,0.292,0.364,NA,19,3.6,1,1.4,0.4,0.2
72,"Tristan Thompson","Dec 26, '11, CLE vs. TOR",20,1,60,1424,194,442,0,2,106,192,187,389,27,27,62,81,134,494,0.439,0,0.552,23.7,8.2,6.5,0.5,0.5,1,2011,"CLE",72,"Dec 26, '11, CLE vs. TOR",20,12,779,20105,2727,5237,10,39,1289,2159,2477,6294,776,376,515,854,1714,6753,0.521,0.256,0.597,25.8,8.7,8.1,1,0.5,0.7
73,"Jeremy Tyler","Dec 25, '11, GSW vs. LAC",20,1,42,568,88,209,0,1,29,52,54,140,16,16,20,36,84,205,0.421,0,0.558,13.5,4.9,3.3,0.4,0.4,0.5,2011,"GSW",73,"Dec 25, '11, GSW vs. LAC",20,3,104,1034,157,349,0,1,59,106,98,269,25,23,42,68,164,373,0.45,0,0.557,9.9,3.6,2.6,0.2,0.2,0.4
74,"Edwin Ubiles","Mar 21, '12, WAS @ NJN",25,1,4,52,5,18,1,5,3,3,2,10,1,1,1,1,1,14,0.278,0.2,1,13,3.5,2.5,0.3,0.3,0.3,2011,"WAS",74,"Mar 21, '12, WAS @ NJN",25,1,4,52,5,18,1,5,3,3,2,10,1,1,1,1,1,14,0.278,0.2,1,13,3.5,2.5,0.3,0.3,0.3
75,"Jan Veselý","Jan 8, '12, WAS vs. MIN",21,1,57,1078,117,218,0,1,33,62,101,249,47,39,32,60,156,267,0.537,0,0.532,18.9,4.7,4.4,0.8,0.7,0.6,2011,"WAS",75,"Jan 8, '12, WAS vs. MIN",21,3,162,2455,263,505,0,2,64,157,225,562,96,107,84,123,384,590,0.521,0,0.408,15.2,3.6,3.5,0.6,0.7,0.5
76,"Nikola Vučević","Dec 28, '11, PHI @ PHO",21,1,51,812,131,291,3,8,18,34,88,246,31,20,34,33,111,283,0.45,0.375,0.529,15.9,5.5,4.8,0.6,0.4,0.7,2011,"PHI",76,"Dec 28, '11, PHI @ PHO",21,13,899,28225,6580,13295,769,2256,1441,1877,2256,9435,2556,760,792,1551,2194,15370,0.495,0.341,0.768,31.4,17.1,10.5,2.8,0.8,0.9
77,"Kemba Walker","Dec 26, '11, CHA vs. MIL",21,1,66,1792,281,767,69,226,168,213,30,234,289,60,20,119,79,799,0.366,0.305,0.789,27.2,12.1,3.5,4.4,0.9,0.3,2011,"CHA",77,"Dec 26, '11, CHA vs. MIL",21,12,750,24810,4999,11954,1670,4642,2818,3354,418,2831,3938,923,282,1574,1111,14486,0.418,0.36,0.84,33.1,19.3,3.8,5.3,1.2,0.4
78,"Derrick Williams","Dec 26, '11, MIN vs. OKC",20,1,66,1418,205,498,37,138,136,195,77,311,38,30,31,77,95,583,0.412,0.268,0.697,21.5,8.8,4.7,0.6,0.5,0.5,2011,"MIN",78,"Dec 26, '11, MIN vs. OKC",20,7,428,8864,1329,3064,251,838,900,1267,351,1693,293,199,108,399,532,3809,0.434,0.3,0.71,20.7,8.9,4,0.7,0.5,0.3
79,"Elliot Williams","Dec 27, '11, POR vs. SAC",22,1,24,149,37,74,8,27,6,18,7,19,6,6,3,5,18,88,0.5,0.296,0.333,6.2,3.7,0.8,0.3,0.3,0.1,2011,"POR",79,"Dec 27, '11, POR vs. SAC",22,4,109,1470,193,458,54,174,97,145,38,161,94,45,6,78,158,537,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.4,0.1
80,"Jordan Williams","Jan 2, '12, NJN vs. IND",21,1,43,635,77,152,0,0,43,66,66,156,11,21,15,23,61,197,0.507,NA,0.652,14.8,4.6,3.6,0.3,0.5,0.3,2011,"NJN",80,"Jan 2, '12, NJN vs. IND",21,1,43,635,77,152,0,0,43,66,66,156,11,21,15,23,61,197,0.507,NA,0.652,14.8,4.6,3.6,0.3,0.5,0.3
81,"Chris Wright","Dec 31, '11, GSW vs. PHI",23,1,24,186,23,45,0,0,24,31,19,45,4,7,13,8,22,70,0.511,NA,0.774,7.8,2.9,1.9,0.2,0.3,0.5,2011,"GSW",81,"Dec 31, '11, GSW vs. PHI",23,2,32,312,44,80,0,1,30,46,29,65,9,14,18,13,39,118,0.55,0,0.652,9.8,3.7,2,0.3,0.4,0.6
1,"Quincy Acy","Nov 7, '12, TOR @ DAL",22,1,29,342,42,75,1,2,31,38,30,77,11,13,15,17,53,116,0.56,0.5,0.816,11.8,4,2.7,0.4,0.4,0.5,2012,"TOR",1,"Nov 7, '12, TOR @ DAL",22,7,337,5392,583,1314,183,523,293,386,309,1179,217,140,135,219,665,1642,0.444,0.35,0.759,16,4.9,3.5,0.6,0.4,0.4
2,"Josh Akognon","Apr 10, '13, DAL vs. PHO",26,1,3,9,2,4,1,2,0,0,0,1,1,0,0,0,3,5,0.5,0.5,NA,3,1.7,0.3,0.3,0,0,2012,"DAL",2,"Apr 10, '13, DAL vs. PHO",26,1,3,9,2,4,1,2,0,0,0,1,1,0,0,0,3,5,0.5,0.5,NA,3,1.7,0.3,0.3,0,0
3,"Harrison Barnes","Oct 31, '12, GSW @ PHO",20,1,81,2058,276,628,52,145,144,190,53,333,98,52,14,101,140,748,0.439,0.359,0.758,25.4,9.2,4.1,1.2,0.6,0.2,2012,"GSW",3,"Oct 31, '12, GSW @ PHO",20,12,911,28806,4521,9903,1283,3382,2471,3051,917,4432,1603,633,164,1074,1387,12796,0.457,0.379,0.81,31.6,14,4.9,1.8,0.7,0.2
4,"Will Barton","Nov 2, '12, POR @ OKC",22,1,73,894,118,309,9,65,50,65,36,145,58,34,9,60,56,295,0.382,0.138,0.769,12.2,4,2,0.8,0.5,0.1,2012,"POR",4,"Nov 2, '12, POR @ OKC",22,11,679,17116,2824,6561,893,2516,1084,1377,471,2792,1817,504,272,948,1050,7625,0.43,0.355,0.787,25.2,11.2,4.1,2.7,0.7,0.4
5,"Aron Baynes","Jan 25, '13, SAS @ DAL",26,1,16,141,18,36,0,1,7,12,12,32,5,1,6,11,23,43,0.5,0,0.583,8.8,2.7,2,0.3,0.1,0.4,2012,"SAS",5,"Jan 25, '13, SAS @ DAL",26,9,522,8370,1243,2543,111,360,518,652,805,2396,421,118,255,445,1164,3115,0.489,0.308,0.794,16,6,4.6,0.8,0.2,0.5
6,"Kent Bazemore","Nov 9, '12, GSW @ LAL",23,1,61,267,43,116,10,34,27,44,5,22,22,17,4,18,27,123,0.371,0.294,0.614,4.4,2,0.4,0.4,0.3,0.1,2012,"GSW",6,"Nov 9, '12, GSW @ LAL",23,10,657,13546,1929,4668,694,1947,862,1190,237,2072,1154,658,309,905,1338,5414,0.413,0.356,0.724,20.6,8.2,3.2,1.8,1,0.5
7,"Bradley Beal","Oct 30, '12, WAS @ CLE",19,1,56,1745,282,687,91,236,125,159,43,211,137,50,29,90,113,780,0.41,0.386,0.786,31.2,13.9,3.8,2.4,0.9,0.5,2012,"WAS",7,"Oct 30, '12, WAS @ CLE",19,12,748,25858,6001,12970,1615,4305,2738,3330,655,3069,3237,824,311,1839,1669,16355,0.463,0.375,0.822,34.6,21.9,4.1,4.3,1.1,0.4
8,"Patrick Beverley","Jan 15, '13, HOU vs. LAC",24,1,41,713,79,189,36,96,34,41,45,109,117,37,21,44,83,228,0.418,0.375,0.829,17.4,5.6,2.7,2.9,0.9,0.5,2012,"HOU",8,"Jan 15, '13, HOU vs. LAC",24,12,666,17689,1929,4671,973,2623,689,906,685,2729,2245,708,343,792,1947,5520,0.413,0.371,0.76,26.6,8.3,4.1,3.4,1.1,0.5
9,"Victor Claver","Nov 3, '12, POR @ HOU",24,1,49,812,74,189,25,87,14,30,31,119,43,26,12,43,75,187,0.392,0.287,0.467,16.6,3.8,2.4,0.9,0.5,0.2,2012,"POR",9,"Nov 3, '12, POR @ HOU",24,3,80,1072,100,251,34,116,24,41,43,178,56,30,16,58,103,258,0.398,0.293,0.585,13.4,3.2,2.2,0.7,0.4,0.2
10,"Chris Copeland","Nov 2, '12, NYK vs. MIA",28,1,56,862,182,380,59,140,63,83,34,119,27,16,12,50,104,486,0.479,0.421,0.759,15.4,8.7,2.1,0.5,0.3,0.2,2012,"NYK",10,"Nov 2, '12, NYK vs. MIA",28,4,171,2111,366,858,154,422,112,149,65,272,107,32,30,129,237,998,0.427,0.365,0.752,12.3,5.8,1.6,0.6,0.2,0.2
11,"Jae Crowder","Oct 30, '12, DAL @ LAL",22,1,78,1353,141,367,63,192,47,73,35,187,94,63,17,49,128,392,0.384,0.328,0.644,17.3,5,2.4,1.2,0.8,0.2,2012,"DAL",11,"Oct 30, '12, DAL @ LAL",22,12,803,20058,2583,6172,1228,3531,1098,1414,552,3371,1275,786,269,670,1623,7492,0.419,0.348,0.777,25,9.3,4.2,1.6,1,0.3
12,"Jared Cunningham","Oct 31, '12, DAL @ UTA",21,1,8,26,6,14,2,3,2,2,1,3,1,1,0,2,3,16,0.429,0.667,1,3.3,2,0.4,0.1,0.1,0,2012,"DAL",12,"Oct 31, '12, DAL @ UTA",21,4,84,605,60,173,19,62,58,86,6,56,39,21,2,32,72,197,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.3,0
13,"Anthony Davis","Oct 31, '12, NOH vs. SAS",19,1,64,1846,349,676,0,6,169,225,165,522,63,75,112,89,158,867,0.516,0,0.751,28.8,13.5,8.2,1,1.2,1.8,2012,"NOH",13,"Oct 31, '12, NOH vs. SAS",19,12,736,25409,6630,12679,340,1145,4117,5177,1952,7826,1828,974,1705,1460,1742,17717,0.523,0.297,0.795,34.5,24.1,10.6,2.5,1.3,2.3
14,"Nando De Colo","Nov 3, '12, SAS vs. UTA",25,1,72,920,105,241,31,82,35,44,23,138,138,41,6,81,87,276,0.436,0.378,0.795,12.8,3.8,1.9,1.9,0.6,0.1,2012,"SAS",14,"Nov 3, '12, SAS vs. UTA",25,2,119,1414,169,394,49,135,66,79,37,211,203,63,12,116,135,453,0.429,0.363,0.835,11.9,3.8,1.8,1.7,0.5,0.1
15,"Andre Drummond","Oct 31, '12, DET vs. HOU",19,1,60,1243,208,342,1,2,59,159,169,457,30,59,95,57,144,476,0.608,0.5,0.371,20.7,7.9,7.6,0.5,1,1.6,2012,"DET",15,"Oct 31, '12, DET vs. HOU",19,12,864,23469,4623,8519,15,120,1739,3606,3656,10671,1073,1094,1130,1567,2505,11000,0.543,0.125,0.482,27.2,12.7,12.4,1.2,1.3,1.3
16,"Kim English","Oct 31, '12, DET vs. HOU",24,1,41,407,42,112,14,50,21,29,8,37,26,16,3,19,46,119,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.4,0.1,2012,"DET",16,"Oct 31, '12, DET vs. HOU",24,1,41,407,42,112,14,50,21,29,8,37,26,16,3,19,46,119,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.4,0.1
17,"Festus Ezeli","Oct 31, '12, GSW @ PHO",23,1,78,1120,74,169,0,0,43,81,141,313,22,23,74,63,157,191,0.438,NA,0.531,14.4,2.4,4,0.3,0.3,0.9,2012,"GSW",17,"Oct 31, '12, GSW @ PHO",23,3,170,2394,275,536,0,0,162,291,292,725,63,48,166,133,328,712,0.513,NA,0.557,14.1,4.2,4.3,0.4,0.3,1
18,"Evan Fournier","Oct 31, '12, DEN @ PHI",20,1,38,428,75,152,22,54,30,39,6,35,44,19,1,32,65,202,0.493,0.407,0.769,11.3,5.3,0.9,1.2,0.5,0,2012,"DEN",18,"Oct 31, '12, DEN @ PHI",20,12,704,19514,3447,7823,1359,3631,1354,1694,277,1878,1759,615,108,1083,1648,9607,0.441,0.374,0.799,27.7,13.6,2.7,2.5,0.9,0.2
19,"Joel Freeland","Nov 2, '12, POR @ OKC",25,1,51,477,58,142,0,0,18,27,40,119,13,13,11,19,67,134,0.408,NA,0.667,9.4,2.6,2.3,0.3,0.3,0.2,2012,"POR",19,"Nov 2, '12, POR @ OKC",25,3,151,1821,209,455,0,2,59,81,190,518,65,32,56,74,255,477,0.459,0,0.728,12.1,3.2,3.4,0.4,0.2,0.4
20,"Diante Garrett","Nov 5, '12, PHO @ MIA",24,1,19,149,16,49,3,15,5,10,5,15,31,10,0,16,5,40,0.327,0.2,0.5,7.8,2.1,0.8,1.6,0.5,0,2012,"PHO",20,"Nov 5, '12, PHO @ MIA",24,2,90,1197,117,314,39,111,15,22,16,112,151,51,5,91,80,288,0.373,0.351,0.682,13.3,3.2,1.2,1.7,0.6,0.1
21,"Draymond Green","Oct 31, '12, GSW @ PHO",22,1,79,1061,84,257,14,67,45,55,58,260,53,42,25,51,159,227,0.327,0.209,0.818,13.4,2.9,3.3,0.7,0.5,0.3,2012,"GSW",21,"Oct 31, '12, GSW @ PHO",22,12,813,23299,2615,5790,662,2072,1160,1628,890,5674,4565,1084,818,1853,2317,7052,0.452,0.319,0.713,28.7,8.7,7,5.6,1.3,1
22,"Ben Hansbrough","Nov 5, '12, IND @ SAS",25,1,28,200,15,45,6,23,21,27,2,18,21,7,2,18,23,57,0.333,0.261,0.778,7.1,2,0.6,0.8,0.3,0.1,2012,"IND",22,"Nov 5, '12, IND @ SAS",25,1,28,200,15,45,6,23,21,27,2,18,21,7,2,18,23,57,0.333,0.261,0.778,7.1,2,0.6,0.8,0.3,0.1
23,"Maurice Harkless","Nov 7, '12, ORL @ MIN",19,1,76,1974,260,564,32,117,73,128,122,335,50,88,62,69,144,625,0.461,0.274,0.57,26,8.2,4.4,0.7,1.2,0.8,2012,"ORL",23,"Nov 7, '12, ORL @ MIN",19,10,621,14019,1686,3554,378,1182,509,816,658,2198,572,583,399,521,1265,4259,0.474,0.32,0.624,22.6,6.9,3.5,0.9,0.9,0.6
24,"John Henson","Nov 7, '12, MIL vs. MEM",22,1,63,827,162,336,0,3,56,105,116,297,31,19,42,47,83,380,0.482,0,0.533,13.1,6,4.7,0.5,0.3,0.7,2012,"MIL",24,"Nov 7, '12, MIL vs. MEM",22,8,445,8752,1438,2661,20,80,487,857,802,2368,496,211,642,496,998,3383,0.54,0.25,0.568,19.7,7.6,5.3,1.1,0.5,1.4
25,"Justin Holiday","Apr 3, '13, PHI @ CHA",23,1,9,142,16,48,4,16,6,8,0,14,15,3,6,9,7,42,0.333,0.25,0.75,15.8,4.7,1.6,1.7,0.3,0.7,2012,"PHI",25,"Apr 3, '13, PHI @ CHA",23,11,680,15717,1910,4779,1080,2962,544,666,235,1826,968,614,283,544,1092,5444,0.4,0.365,0.817,23.1,8,2.7,1.4,0.9,0.4
26,"Bernard James","Oct 31, '12, DAL @ UTA",27,1,46,457,53,103,0,2,25,41,52,131,6,12,38,18,64,131,0.515,0,0.61,9.9,2.8,2.8,0.1,0.3,0.8,2012,"DAL",26,"Oct 31, '12, DAL @ UTA",27,3,92,761,76,153,0,3,51,75,85,212,13,17,61,34,105,203,0.497,0,0.68,8.3,2.2,2.3,0.1,0.2,0.7
27,"John Jenkins","Nov 11, '12, ATL @ LAC",21,1,61,902,131,294,53,138,59,70,17,94,56,12,10,40,37,374,0.446,0.384,0.843,14.8,6.1,1.5,0.9,0.2,0.2,2012,"ATL",27,"Nov 11, '12, ATL @ LAC",21,6,171,2183,311,705,117,319,116,137,36,250,138,31,14,95,95,855,0.441,0.367,0.847,12.8,5,1.5,0.8,0.2,0.1
28,"Chris Johnson","Jan 23, '13, MEM vs. LAL",22,1,8,102,11,25,6,18,1,2,5,11,2,4,0,3,5,29,0.44,0.333,0.5,12.8,3.6,1.4,0.3,0.5,0,2012,"MEM",28,"Jan 23, '13, MEM vs. LAL",22,4,147,2274,230,587,104,339,86,103,71,295,93,89,31,80,212,650,0.392,0.307,0.835,15.5,4.4,2,0.6,0.6,0.2
29,"Orlando Johnson","Nov 5, '12, IND @ SAS",23,1,51,619,72,180,36,94,23,32,20,110,47,11,9,29,51,203,0.4,0.383,0.719,12.1,4,2.2,0.9,0.2,0.2,2012,"IND",29,"Nov 5, '12, IND @ SAS",23,3,103,1112,117,327,47,151,48,66,33,180,69,20,14,48,86,329,0.358,0.311,0.727,10.8,3.2,1.7,0.7,0.2,0.1
30,"Darius Johnson-Odom","Nov 9, '12, LAL vs. GSW",23,1,4,6,0,4,0,1,0,0,1,4,1,0,0,0,0,0,0,0,NA,1.5,0,1,0.3,0,0,2012,"LAL",30,"Nov 9, '12, LAL vs. GSW",23,2,7,21,0,11,0,4,0,2,1,6,2,1,0,2,3,0,0,0,0,3,0,0.9,0.3,0.1,0
31,"DeQuan Jones","Nov 4, '12, ORL vs. PHO",22,1,63,803,95,218,9,35,34,51,17,105,16,19,22,30,55,233,0.436,0.257,0.667,12.7,3.7,1.7,0.3,0.3,0.3,2012,"ORL",31,"Nov 4, '12, ORL vs. PHO",22,1,63,803,95,218,9,35,34,51,17,105,16,19,22,30,55,233,0.436,0.257,0.667,12.7,3.7,1.7,0.3,0.3,0.3
32,"Kevin Jones","Dec 7, '12, CLE @ MIN",23,1,32,334,43,107,0,0,9,15,38,78,10,9,5,8,25,95,0.402,NA,0.6,10.4,3,2.4,0.3,0.3,0.2,2012,"CLE",32,"Dec 7, '12, CLE @ MIN",23,1,32,334,43,107,0,0,9,15,38,78,10,9,5,8,25,95,0.402,NA,0.6,10.4,3,2.4,0.3,0.3,0.2
33,"Perry Jones","Nov 2, '12, OKC vs. POR",21,1,38,280,39,99,0,2,10,15,12,62,10,5,6,15,23,88,0.394,0,0.667,7.4,2.3,1.6,0.3,0.1,0.2,2012,"OKC",33,"Nov 2, '12, OKC vs. POR",21,3,143,1675,195,464,36,123,62,94,46,252,54,36,33,60,135,488,0.42,0.293,0.66,11.7,3.4,1.8,0.4,0.3,0.2
34,"Terrence Jones","Nov 10, '12, HOU vs. DET",21,1,19,276,43,94,5,19,13,17,28,65,15,12,19,13,21,104,0.457,0.263,0.765,14.5,5.5,3.4,0.8,0.6,1,2012,"HOU",34,"Nov 10, '12, HOU vs. DET",21,6,234,5562,985,1968,93,313,368,593,395,1334,238,146,270,219,392,2431,0.501,0.297,0.621,23.8,10.4,5.7,1,0.6,1.2
35,"Kris Joseph","Nov 2, '12, BOS vs. MIL",24,1,10,54,2,14,0,3,5,8,1,7,1,3,0,2,3,9,0.143,0,0.625,5.4,0.9,0.7,0.1,0.3,0,2012,"BOS",35,"Nov 2, '12, BOS vs. MIL",24,1,10,54,2,14,0,3,5,8,1,7,1,3,0,2,3,9,0.143,0,0.625,5.4,0.9,0.7,0.1,0.3,0
36,"Michael Kidd-Gilchrist","Nov 2, '12, CHA vs. IND",19,1,78,2025,281,613,2,9,140,187,131,455,117,54,70,101,164,704,0.458,0.222,0.749,26,9,5.8,1.5,0.7,0.9,2012,"CHA",36,"Nov 2, '12, CHA vs. IND",19,8,446,10978,1462,3085,28,103,798,1116,703,2420,515,296,304,400,956,3750,0.474,0.272,0.715,24.6,8.4,5.4,1.2,0.7,0.7
37,"Viacheslav Kravtsov","Dec 21, '12, DET vs. WAS",25,1,25,224,33,46,0,0,11,37,24,45,9,5,9,14,32,77,0.717,NA,0.297,9,3.1,1.8,0.4,0.2,0.4,2012,"DET",37,"Dec 21, '12, DET vs. WAS",25,2,45,283,41,61,0,0,15,45,33,62,10,5,10,20,39,97,0.672,NA,0.333,6.3,2.2,1.4,0.2,0.1,0.2
38,"Doron Lamb","Nov 2, '12, MIL @ BOS",21,1,47,577,60,163,14,37,20,34,8,46,32,13,0,26,52,154,0.368,0.378,0.588,12.3,3.3,1,0.7,0.3,0,2012,"MIL",38,"Nov 2, '12, MIL @ BOS",21,2,100,1272,123,323,50,127,49,70,16,95,75,24,1,53,106,345,0.381,0.394,0.7,12.7,3.5,1,0.8,0.2,0
39,"Jeremy Lamb","Nov 2, '12, OKC vs. POR",20,1,23,147,24,68,9,30,14,14,5,18,5,2,2,6,13,71,0.353,0.3,1,6.4,3.1,0.8,0.2,0.1,0.1,2012,"OKC",39,"Nov 2, '12, OKC vs. POR",20,10,573,11896,2127,4841,601,1755,950,1109,303,2073,904,417,218,466,924,5805,0.439,0.342,0.857,20.8,10.1,3.6,1.6,0.7,0.4
40,"Meyers Leonard","Oct 31, '12, POR vs. LAL",20,1,69,1206,151,277,3,7,72,89,80,255,33,11,38,49,168,377,0.545,0.429,0.809,17.5,5.5,3.7,0.5,0.2,0.6,2012,"POR",40,"Oct 31, '12, POR vs. LAL",20,10,456,7272,972,2016,334,856,267,329,333,1771,396,85,127,315,981,2545,0.482,0.39,0.812,15.9,5.6,3.9,0.9,0.2,0.3
41,"Damian Lillard","Oct 31, '12, POR vs. LAL",22,1,82,3167,553,1288,185,503,271,321,42,257,531,74,19,243,172,1562,0.429,0.368,0.844,38.6,19,3.1,6.5,0.9,0.2,2012,"POR",41,"Oct 31, '12, POR vs. LAL",22,12,842,30521,6822,15576,2607,7032,4900,5460,505,3573,5659,804,257,2379,1611,21151,0.438,0.371,0.897,36.2,25.1,4.2,6.7,1,0.3
42,"Scott Machado","Nov 28, '12, HOU @ OKC",22,1,6,21,3,6,0,1,2,2,0,1,6,2,0,8,0,8,0.5,0,1,3.5,1.3,0.2,1,0.3,0,2012,"HOU",42,"Nov 28, '12, HOU @ OKC",22,2,10,40,7,12,1,2,3,3,0,1,9,3,0,8,2,18,0.583,0.5,1,4,1.8,0.1,0.9,0.3,0
43,"Kendall Marshall","Nov 4, '12, PHO @ ORL",21,1,48,702,56,151,23,73,8,14,4,42,143,22,4,57,48,143,0.371,0.315,0.571,14.6,3,0.9,3,0.5,0.1,2012,"PHO",43,"Nov 4, '12, PHO @ ORL",21,4,160,3083,315,789,128,346,44,72,23,253,779,107,10,285,180,802,0.399,0.37,0.611,19.3,5,1.6,4.9,0.7,0.1
44,"Fab Melo","Feb 1, '13, BOS vs. ORL",22,1,6,36,3,6,0,0,1,4,0,3,0,2,2,1,7,7,0.5,NA,0.25,6,1.2,0.5,0,0.3,0.3,2012,"BOS",44,"Feb 1, '13, BOS vs. ORL",22,1,6,36,3,6,0,0,1,4,0,3,0,2,2,1,7,7,0.5,NA,0.25,6,1.2,0.5,0,0.3,0.3
45,"Khris Middleton","Nov 10, '12, DET @ HOU",21,1,27,475,62,141,14,45,27,32,4,50,28,15,4,11,53,165,0.44,0.311,0.844,17.6,6.1,1.9,1,0.6,0.1,2012,"DET",45,"Nov 10, '12, DET @ HOU",21,12,739,22980,4528,9850,1361,3511,2044,2325,469,3563,2916,868,143,1560,1875,12461,0.46,0.388,0.879,31.1,16.9,4.8,3.9,1.2,0.2
46,"Darius Miller","Oct 31, '12, NOH vs. SAS",22,1,52,694,44,108,22,56,8,8,8,78,44,17,12,23,89,118,0.407,0.393,1,13.3,2.3,1.5,0.8,0.3,0.2,2012,"NOH",46,"Oct 31, '12, NOH vs. SAS",22,6,271,5358,545,1300,344,898,163,194,51,447,367,123,66,171,523,1597,0.419,0.383,0.84,19.8,5.9,1.6,1.4,0.5,0.2
47,"Quincy Miller","Dec 16, '12, DEN @ SAC",20,1,7,26,4,12,0,1,1,2,1,2,3,1,0,1,3,9,0.333,0,0.5,3.7,1.3,0.3,0.4,0.1,0,2012,"DEN",47,"Dec 16, '12, DEN @ SAC",20,3,69,934,107,306,33,113,48,68,41,169,37,30,37,54,82,295,0.35,0.292,0.706,13.5,4.3,2.4,0.5,0.4,0.5
48,"Donatas Motiejūnas","Nov 10, '12, HOU vs. DET",22,1,44,538,97,213,24,83,32,51,36,93,31,7,10,37,73,250,0.455,0.289,0.627,12.2,5.7,2.1,0.7,0.2,0.2,2012,"HOU",48,"Nov 10, '12, HOU vs. DET",22,6,251,4566,731,1558,121,404,249,417,298,952,269,118,82,287,538,1832,0.469,0.3,0.597,18.2,7.3,3.8,1.1,0.5,0.3
