,"MPSSAA Basketball History of Finalists, 1947-2024",,,,,,
,GIRLS,,,,BOYS,,
,TEAM,YEAR,Final Standing,,TEAM,YEAR,Standing
,WILDE LAKE,1997, Semifinalist,,SPRINGBROOK,1972, Champion
,NORTHERN (G),1997, Finalist,,THOMAS STONE,1972, Champion
,SOUTHERN (AA),1997, Finalist,,ANNAPOLIS,1973, Semifinalist
,WHEATON,1997, Champion,,BEALL,1973, Semifinalist
,HAVRE DE GRACE,1998,Semifinalist,,CALVERT COUNTY,1973, Semifinalist
,ARUNDEL,1998,Finalist,,FREDERICK,1973, Semifinalist
,PAINT BRANCH,1998, Semifinalist,,GLENEGL,1973, Semifinalist
,POTOMAC,1998, Semifinalist,,COLONEL RICHARDSON,1973, Semifinalist
,RISING SUN,1998, Semifinalist,,SPRINGBROOK,1973, Semifinalist
,SOUTHERN (AA),1998, Semifinalist,,WICOMICO,1973, Semifinalist
,WASHINGTON,1998, Semifinalist,,BETHESDA-CHEVY CHASE,1973, Finalist
,WESTERN (B),1998, Semifinalist,,CHOPTICON,1973, Finalist
,WILDE LAKE,1998, Semifinalist,,FORT HILL,1973, Finalist
,MIDDLETOWN,1998, Finalist,,MIDDLETOWN,1973, Finalist
,MILFORD MILL,1998, Finalist,,BLADENSBURG,1973, Champion
,WILLIAMSPORT,1998, Finalist,,CRISFIELD,1973, Champion
,OAKLAND MILLS,1998, Champion,,ROCKVILLE,1973, Champion
,SUITLAND,1998, Champion,,SOUTHERN (AA),1973, Champion
,TOWSON,1998, Champion,,CROSSLAND,1974, Semifinalist
,WHEATON,1998, Champion,,EDGEWOOD,1974, Semifinalist
,CAMBRIDGE/SD,1999,Semifinalist,,HAVRE DE GRACE,1974, Semifinalist
,CENTRAL (PG),1999,Semifinalist,,POTOMAC,1974, Semifinalist
,FREDERICK,1999,Semifinalist,,SHERWOOD,1974, Semifinalist
,ALLEGANY,1999,Finalist,,SPRINGBROOK,1974, Semifinalist
,DUVAL,1999,Champion,,VALLEY,1974, Semifinalist
,GLENELG,1999,Champion,,BETHESDA-CHEVY CHASE,1974, Finalist
,NORTH EAST (Cecil),1999, Semifinalist,,STEPHEN DECATUR,1974, Finalist
,WHEATON,1999, Semifinalist,,PARKVILLE,1974, Finalist
,MILFORD MILL,1999, Finalist,,POCOMOKE,1974, Finalist
,NORTHERN (Cal.),1999, Finalist,,WILDE LAKE,1974, Finalist
,URBANA,1999, Finalist,,ANNAPOLIS,1974, Champion
,WESTERN (B),1999, Finalist,,FREDERICK,1974, Champion
,PARKSIDE,1999, Champion,,GWYNN PARK,1974, Champion
,SUITLAND,1999, Champion,,SOUTH HAGERSTOWN,1974, Champion
,FREDERICK,2000,Semifinalist,,ARUNDEL,1975, Semifinalist
,GWYNN PARK,2000,Semifinalist,,BRUCE,1975, Semifinalist
,GLENELG,2000,Finalist,,FREDERICK,1975, Semifinalist
,LINGANORE,2000,Finalist,,LARGO,1975, Semifinalist
,ALLEGANY,2000,Champion,,MIDDLETOWN,1975, Semifinalist
,ARUNDEL,2000,Champion,,NORTHWOOD,1975, Semifinalist
,DUNBAR,2000,Champion,,PARKVILLE,1975, Semifinalist
,DUVAL,2000,Champion,,ROCKVILLE,1975, Semifinalist
,PAINT BRANCH,2000, Semifinalist,,CAMBRIDGE,1975, Finalist
,PARKSIDE,2000, Semifinalist,,CATONSVILLE,1975, Finalist
,POCOMOKE,2000, Semifinalist,,DUVAL,1975, Finalist
,RISING SUN,2000, Semifinalist,,GWYNN PARK,1975, Finalist
,THOMAS STONE,2000, Semifinalist,,MONTGOMERY BLAIR,1975, Champion
,WESTERN (B),2000, Semifinalist,,EDGEWOOD,1975, Champion
,MILFORD MILL,2000, Finalist,,GOV. THOMAS JOHNSON,1975, Champion
,OXON HILL,2000, Champion,,WASHINGTON,1975, Champion
,ARUNDEL,2001,Semifinalist,,BRUCE,1976,Semifinalist
,BLADENSBURG,2001,Semifinalist,,ANNAPOLIS,1976, Semifinalist
,BOHEMIA MANOR,2001,Semifinalist,,DULANEY,1976, Semifinalist
,STEPHEN DECATUR,2001,Semifinalist,,EDGEWOOD,1976, Semifinalist
,FAIRMONT HEIGHTS,2001,Semifinalist,,WALTER JOHNSON,1976, Semifinalist
,WINSTON CHURCHILL,2001,Finalist,,LARGO,1976, Semifinalist
,LA PLATA,2001,Finalist,,NORTH CAROLINE,1976, Semifinalist
,DUNBAR,2001,Champion,,WALKERSVILLE,1976, Semifinalist
,GLENELG,2001,Champion,,ANDOVER,1976, Finalist
,NORTH DORCHESTER,2001, Semifinalist,,BETHESDA-CHEVY CHASE,1976, Finalist
,WESTERN (B),2001, Semifinalist,,JOPPATOWNE,1976, Finalist
,WESTLAKE,2001, Semifinalist,,COLONEL RICHARDSON,1976, Finalist
,MILFORD MILL,2001, Finalist,,SOUTHERN (G),1976, Finalist
,SOUTHERN (G),2001, Finalist,,ABERDEEN,1976, Champion
,URBANA,2001, Finalist,,GWYNN PARK,1976, Champion
,PAINT BRANCH,2001, Champion,,PARKDALE,1976, Champion
,SUITLAND,2001, Champion,,POCOMOKE,1976, Champion
,ABERDEEN,2002,Semifinalist,,ABERDEEN,1977, Semifinalist
,BOHEMIA MANOR,2002,Semifinalist,,ANNAPOLIS,1977, Semifinalist
,CHESAPEAKE (AA),2002,Semifinalist,,CRISFIELD,1977, Semifinalist
,JOPPATOWNE,2002,Semifinalist,,DULANEY,1977, Semifinalist
,HEREFORD,2002,Semifinalist,,FRANCIS SCOTT KEY,1977, Semifinalist
,JOPPATOWNE,2002,Semifinalist,,NORTH CAROLINE,1977, Semifinalist
,MARDELA,2002,Semifinalist,,COLONEL RICHARDSON,1977, Semifinalist
,HAMMOND,2002,Finalist,,THOMAS STONE,1977, Semifinalist
,WINSTON CHURCHILL,2002,Champion,,BEALL,1977, Finalist
,DUNBAR,2002,Champion,,EDGEWOOD,1977, Finalist
,DUVAL,2002,Champion,,NORTH HAGERSTOWN,1977, Finalist
,GWYNN PARK,2002,Champion,,POTOMAC,1977, Finalist
,URBANA,2002, Semifinalist,,MONTGOMERY BLAIR,1977, Champion
,WESTLAKE,2002, Semifinalist,,BRUNSWICK,1977, Champion
,WOODLAWN,2002, Semifinalist,,PAINT BRANCH,1977, Champion
,MILFORD MILL,2002, Finalist,,CHARLES W. WOODWARD,1977, Champion
,SMITHSBURG,2002, Finalist,,ANNAPOLIS,1978, Semifinalist
,OXON HILL,2002, Champion,,BEALL,1978, Semifinalist
,ABERDEEN,2003,Semifinalist,,CAMBRIDGE/SD,1978, Semifinalist
,ARUNDEL,2003,Semifinalist,,HENRY E. LACKEY,1978, Semifinalist
,DUVAL,2003,Semifinalist,,POOLESVILLE,1978, Semifinalist
,JOPPATOWNE,2003,Semifinalist,,RISING SUN,1978, Semifinalist
,JOPPATOWNE,2003,Semifinalist,,SURRATTSVILLE,1978, Semifinalist
,WINSTON CHURCHILL,2003,Champion,,WILDE LAKE,1978, Semifinalist
,DUNBAR,2003,Champion,,WOODLAWN,1978, Semifinalist
,GWYNN PARK,2003,Champion,,BLADENSBURG,1978, Finalist
,OXON HILL,2003, Semifinalist,,GOV. THOMAS JOHNSON,1978, Finalist
,PATUXENT,2003, Semifinalist,,SHERWOOD,1978, Finalist
,SMITHSBURG,2003, Semifinalist,,WINSTON CHURCHILL,1978, Champion
,URBANA,2003, Semifinalist,,CRISFIELD,1978, Champion
,MILFORD MILL,2003, Finalist,,FREDERICK,1978, Champion
,POCOMOKE,2003, Finalist,,THOMAS S. WOOTTON,1978, Champion
,WOODLAWN,2003, Finalist,,BLADENSBURG,1979, Semifinalist
,WALKERSVILLE,2003, Champion,,CAMBRIDGE/SD,1979, Semifinalist
,CITY COLLEGE,2004,Semifinalist,,CATONSVILLE,1979, Semifinalist
,DAMASCUS,2004,Semifinalist,,CRISFIELD,1979, Semifinalist
,STEPHEN DECATUR,2004,Semifinalist,,FREDERICK,1979, Semifinalist
,ARUNDEL,2004,Champion,,HAVRE DE GRACE,1979, Semifinalist
,GWYNN PARK,2004,Champion,,PATAPSCO,1979, Semifinalist
,OXON HILL,2004, Semifinalist,,SURRATTSVILLE,1979, Semifinalist
,POCOMOKE,2004, Semifinalist,,ANNAPOLIS,1979, Finalist
,WESTERN (B),2004, Semifinalist,,MIDDLETOWN,1979, Finalist
,WESTLAKE,2004, Semifinalist,,SOUTHERN (AA),1979, Finalist
,PAINT BRANCH,2004, Finalist,,THOMAS STONE,1979, Finalist
,SOUTHSIDE ACADEMY,2004, Finalist,,MONTGOMERY BLAIR,1979, Champion
,WOODLAWN,2004, Finalist,,SHERWOOD,1979, Champion
,POTOMAC,2004, Champion,,VALLEY,1979, Champion
,SOUTHERN (G),2004, Champion,,THOMAS S. WOOTTON,1979, Champion
,WALKERSVILLE,2004, Champion,,ANDOVER,1980, Semifinalist
,CATOCTIN,2005,Semifinalist,,ANNAPOLIS,1980, Semifinalist
,GOV. THOMAS JOHNSON,2005,Semifinalist,,CATONSVILLE,1980, Semifinalist
,CITY COLLEGE,2005,Finalist,,LINGANORE,1980, Semifinalist
,NEW TOWN,2005, Semifinalist,,OAKLAND MILLS,1980, Semifinalist
,PARKSIDE,2005, Semifinalist,,RANDALLSTOWN,1980, Semifinalist
,POCOMOKE,2005, Semifinalist,,SOUTH HAGERSTOWN,1980, Semifinalist
,RIVER HILL,2005, Semifinalist,,VALLEY,1980, Semifinalist
,SPRINGBROOK,2005, Semifinalist,,MOUNT HEBRON,1980, Finalist
,WESTLAKE,2005, Semifinalist,,ROCKVILLE,1980, Finalist
,WINTERS MILL,2005, Semifinalist,,SOUTHERN (AA),1980, Finalist
,PAINT BRANCH,2005, Finalist,,SUITLAND,1980, Finalist
,SOUTH RIVER,2005, Finalist,,CAMBRIDGE/SD,1980, Champion
,MILFORD MILL,2005, Champion,,CRISFIELD,1980, Champion
,POTOMAC,2005, Champion,,GWYNN PARK,1980, Champion
,ELEANOR ROOSEVELT,2005, Champion,,LAUREL,1980, Champion
,SOUTHSIDE ACADEMY,2005, Champion,,ABERDEEN,1981, Semifinalist
,ARUNDEL,2006,Semifinalist,,ANDOVER,1981, Semifinalist
,ATHOLTON,2006,Semifinalist,,CATOCTIN,1981, Semifinalist
,GWYNN PARK,2006,Semifinalist,,JOPPATOWNE,1981, Semifinalist
,LEONARDTOWN,2006,Finalist,,POCOMOKE,1981, Semifinalist
,CATOCTIN,2006,Champion,,SEVERNA PARK,1981, Semifinalist
,NEW TOWN,2006, Semifinalist,,SPRINGBROOK,1981, Semifinalist
,POCOMOKE,2006, Semifinalist,,STEPHEN DECATUR,1981, Finalist
,SOUTHERN (AA),2006, Semifinalist,,FREDERICK,1981, Finalist
,SOUTHSIDE ACADEMY,2006, Semifinalist,,KENT COUNTY,1981, Finalist
,SPRINGBROOK,2006, Semifinalist,,KENWOOD,1981, Finalist
,URBANA,2006, Semifinalist,,MOUNT HEBRON,1981, Finalist
,MILFORD MILL,2006, Finalist,,ROCKVILLE,1981, Finalist
,WESTERN (B),2006, Finalist,,FAIRMONT HEIGHTS,1981, Champion
,MIDDLETOWN,2006, Champion,,POTOMAC,1981, Champion
,RIVER HILL,2006, Champion,,SOUTHERN (AA),1981, Champion
,ELEANOR ROOSEVELT,2006, Champion,,VALLEY,1981, Champion
,FALLSTON,2007,Semifinalist,,ANNAPOLIS,1982, Semifinalist
,JAMES H. BLAKE,2007,Finalist,,ATHOLTON,1982, Semifinalist
,ATHOLTON,2007,Champion,,HAMMOND,1982, Semifinalist
,LARGO,2007,Champion,,KENWOOD,1982, Semifinalist
,NEW TOWN,2007, Semifinalist,,ROCKVILLE,1982, Semifinalist
,OLD MILL,2007, Semifinalist,,SOUTHERN (G),1982, Semifinalist
,PAINT BRANCH,2007, Semifinalist,,WICOMICO,1982, Semifinalist
,BALTIMORE POLYTECHNIC,2007, Semifinalist,,ANDOVER,1982, Finalist
,SURRATTSVILLE,2007, Semifinalist,,MCDONOUGH,1982, Finalist
,WALKERSVILLE,2007, Semifinalist,,MILFORD MILL,1982, Finalist
,WALT WHITMAN,2007, Semifinalist,,WALKERSVILLE,1982, Finalist
,POCOMOKE,2007, Finalist,,CRISFIELD,1982, Champion
,SOUTHERN (AA),2007, Finalist,,FREDERICK,1982, Champion
,WESTERN (B),2007, Finalist,,HIGH POINT,1982, Champion
,ELEANOR ROOSEVELT,2007, Champion,,GOV. THOMAS JOHNSON,1982, Champion
,SOUTHERN (G),2007, Champion,,ABERDEEN,1983, Semifinalist
,JAMES H. BLAKE,2008,Semifinalist,,BETHESDA-CHEVY CHASE,1983, Semifinalist
,DIGITAL HARBOR,2008,Semifinalist,,ALBERT EINSTEIN,1983, Semifinalist
,DULANEY,2008,Semifinalist,,FLINTSTONE,1983, Semifinalist
,ALLEGANY,2008,Finalist,,MEADE,1983, Semifinalist
,ARUNDEL,2008,Finalist,,NORTHEAST (AA),1983, Semifinalist
,ATHOLTON,2008,Finalist,,SMITHSBURG,1983, Semifinalist
,SURRATTSVILLE,2008, Semifinalist,,WOODLAWN,1983, Semifinalist
,WESTERN (B),2008, Semifinalist,,CATONSVILLE,1983, Finalist
,WICOMICO,2008, Semifinalist,,FRIENDLY,1983, Finalist
,WINTERS MILL,2008, Semifinalist,,WICOMICO,1983, Finalist
,BALTIMORE POLYTECHNIC,2008, Finalist,,GWYNN PARK,1983, Champion
,MOUNT HEBRON,2008, Champion,,HAMMOND,1983, Champion
,PAINT BRANCH,2008, Champion,,SOUTHERN (AA),1983, Champion
,POCOMOKE,2008, Champion,,THOMAS S. WOOTTON,1983, Champion
,ELEANOR ROOSEVELT,2008, Champion,,ABERDEEN,1984, Semifinalist
,ALLEGANY,2009,Semifinalist,,STEPHEN DECATUR,1984, Semifinalist
,ARUNDEL,2009,Semifinalist,,FRIENDLY,1984, Semifinalist
,BROADNECK,2009,Semifinalist,,HAVRE DE GRACE,1984, Semifinalist
,DOUGLASS (PG),2009,Semifinalist,,LOCH RAVEN,1984, Semifinalist
,GAITHERSBURG,2009,Semifinalist,,RANDALLSTOWN,1984, Semifinalist
,LINGANORE,2009,Semifinalist,,SOUTH CARROLL,1984, Semifinalist
,JAMES H. BLAKE,2009,Finalist,,SOUTHERN (AA),1984, Semifinalist
,CITY COLLEGE,2009,Champion,,ANNAPOLIS,1984, Finalist
,DIGITAL HARBOR,2009,Champion,,BRUCE,1984, Finalist
,FALLSTON,2009,Champion,,NORTHERN (Cal.),1984, Finalist
,NORTH HAGERSTOWN,2009, Semifinalist,,CHARLES W. WOODWARD,1984, Finalist
,PARKSIDE,2009, Semifinalist,,BETHESDA-CHEVY CHASE,1984, Champion
,POCOMOKE,2009, Semifinalist,,CENTRAL (PG),1984, Champion
,WESTERN (B),2009, Semifinalist,,MOUNT HEBRON,1984, Champion
,PAINT BRANCH,2009, Finalist,,WALKERSVILLE,1984, Champion
,RIVER HILL,2009, Finalist,,ANNAPOLIS,1985, Semifinalist
,SURRATTSVILLE,2009, Finalist,,JAMES M. BENNETT,1985, Semifinalist
,ELEANOR ROOSEVELT,2009, Champion,,CAMBRIDGE/SD,1985, Semifinalist
,CENTENNIAL,2010,Semifinalist,,NORTH CARROLL,1985, Semifinalist
,DIGITAL HARBOR,2010,Semifinalist,,PIKESVILLE,1985, Semifinalist
,DOUGLASS (PG),2010,Semifinalist,,RANDALLSTOWN,1985, Semifinalist
,DUNBAR,2010,Semifinalist,,SOUTHERN (G),1985, Semifinalist
,GAITHERSBURG,2010,Semifinalist,,HAVRE DE GRACE,1985, Finalist
,HEREFORD,2010,Semifinalist,,MCDONOUGH,1985, Finalist
,MARDELA,2010,Semifinalist,,MILFORD MILL,1985, Finalist
,LIBERTY,2010,Semifinalist,,PAINT BRANCH,1985, Finalist
,LEONARDTOWN,2010,Finalist,,THOMAS S. WOOTTON,1985, Finalist
,GWYNN PARK,2010,Finalist,,FORESTVILLE,1985, Champion
,ARUNDEL,2010,Champion,,GOV. THOMAS JOHNSON,1985, Champion
,FALLSTON,2010,Champion,,SUITLAND,1985, Champion
,URBANA,2010, Semifinalist,,WILDE LAKE,1985, Champion
,"DR. HENRY A. WISE, JR.",2010, Semifinalist,,ABERDEEN,1986, Semifinalist
,SMITHSBURG,2010, Finalist,,ANNAPOLIS,1986, Semifinalist
,WESTERN (B),2010, Finalist,,BROADNECK,1986, Semifinalist
,SENECA VALLEY,2010, Champion,,HAVRE DE GRACE,1986, Semifinalist
,DIGITAL HARBOR,2011,Semifinalist,,HIGH POINT,1986, Semifinalist
,DOUGLASS (PG),2011,Semifinalist,,OAKLAND MILLS,1986, Semifinalist
,GAITHERSBURG,2011,Semifinalist,,PARKVILLE,1986, Semifinalist
,HEREFORD,2011,Semifinalist,,POCOMOKE,1986, Semifinalist
,MARDELA,2011,Semifinalist,,FREDERICK DOUGLASS (PG),1986, Finalist
,HOWARD,2011,Semifinalist,,VALLEY,1986, Finalist
,ELKTON,2011,Semifinalist,,WALT WHITMAN,1986, Finalist
,ABERDEEN,2011,Finalist,,CHARLES W. WOODWARD,1986, Finalist
,JOPPATOWNE,2011,Finalist,,CROSSLAND,1986, Champion
,JOPPATOWNE,2011,Finalist,,GOV. THOMAS JOHNSON,1986, Champion
,CALVERT,2011,Champion,,SOUTHERN (AA),1986, Champion
,DUNBAR,2011,Champion,,WALKERSVILLE,1986, Champion
,FREDERICK,2011,Champion,,ANNAPOLIS,1987, Semifinalist
,GAITHERSBURG,2011,Champion,,CALVERT,1987, Semifinalist
,URBANA,2011, Semifinalist,,FALLSTON,1987, Semifinalist
,MIDDLETOWN,2011, Finalist,,FORESTVILLE,1987, Semifinalist
,NORTHERN (G),2011, Finalist,,JOPPATOWNE,1987, Semifinalist
,"DR. HENRY A. WISE, JR.",2011, Finalist,,PARKVILLE,1987, Semifinalist
,FORT HILL,2012,Semifinalist,,SPRINGBROOK,1987, Semifinalist
,FREDERICK,2012,Semifinalist,,WALKERSVILLE,1987, Semifinalist
,KENT COUNTY,2012,Semifinalist,,CROSSLAND,1987, Finalist
,CENTURY,2012,Finalist,,MOUNT HEBRON,1987, Finalist
,ABERDEEN,2012,Champion,,SHERWOOD,1987, Finalist
,CALVERT,2012,Champion,,VALLEY,1987, Finalist
,DUNBAR,2012,Champion,,GWYNN PARK,1987, Champion
,GAITHERSBURG,2012,Champion,,WALTER JOHNSON,1987, Champion
,JOPPATOWNE,2012,Champion,,NORTH CAROLINE,1987, Champion
,JOPPATOWNE,2012,Champion,,NORTHWESTERN (PG),1987, Champion
,NORTH POINT,2012, Semifinalist,,CAMBRIDGE/SD,1988, Semifinalist
,PATTERSON MILL,2012, Semifinalist,,EASTON,1988, Semifinalist
,BALTIMORE POLYTECHNIC,2012, Semifinalist,,GAITHERSBURG,1988, Semifinalist
,WESTLAKE,2012, Semifinalist,,HAVRE DE GRACE,1988, Semifinalist
,OWINGS MILLS,2012, Finalist,,MEADE,1988, Semifinalist
,RIVER HILL,2012, Finalist,,OAKLAND MILLS,1988, Semifinalist
,WESTERN STES,2012, Finalist,,PAINT BRANCH,1988, Semifinalist
,"DR. HENRY A. WISE, JR.",2012, Finalist,,TOWSON,1988, Semifinalist
,DAMASCUS,2013,Semifinalist,,CROSSLAND,1988, Finalist
,FRIENDLY,2013,Semifinalist,,THOMAS STONE,1988, Finalist
,HEREFORD,2013,Semifinalist,,WALKERSVILLE,1988, Finalist
,MARDELA,2013,Semifinalist,,GWYNN PARK,1988, Champion
,DUNBAR,2013,Finalist,,MILFORD MILL,1988, Champion
,ABERDEEN,2013,Champion,,SMITHSBURG,1988, Champion
,CALVERT,2013,Champion,,SPRINGBROOK,1988, Champion
,JOPPATOWNE,2013,Champion,,BOONSBORO,1989, Semifinalist
,JOPPATOWNE,2013,Champion,,CALVERT,1989, Semifinalist
,PATTERSON MILL,2013, Semifinalist,,JOHN F. KENNEDY,1989, Semifinalist
,RANDALLSTOWN,2013, Semifinalist,,MIDDLETOWN,1989, Semifinalist
,ELEANOR ROOSEVELT,2013, Semifinalist,,NORTH CAROLINE,1989, Semifinalist
,SOUTHERN (G),2013, Semifinalist,,NORTHERN (Cal.),1989, Semifinalist
,WALT WHITMAN,2013, Semifinalist,,TOWSON,1989, Semifinalist
,MIDDLETOWN,2013, Finalist,,WOODLAWN,1989, Semifinalist
,BALTIMORE POLYTECHNIC,2013, Finalist,,ANNAPOLIS,1989, Finalist
,RIVER HILL,2013, Finalist,,CITY COLLEGE,1989, Finalist
,NORTH POINT,2013, Champion,,HAMMOND,1989, Finalist
,WESTERN STES,2013, Champion,,MILFORD MILL,1989, Finalist
,DUNBAR,2014,Semifinalist,,SOUTH CARROLL,1989, Finalist
,HEREFORD,2014,Semifinalist,,CAMBRIDGE/SD,1989, Champion
,COL. ZADOK MAGRUDER,2014,Semifinalist,,HIGH POINT,1989, Champion
,MARDELA,2014,Semifinalist,,POTOMAC,1989, Champion
,CALVERT,2014,Finalist,,SNOW HILL,1989, Champion
,DAMASCUS,2014,Finalist,,CAMBRIDGE/SD,1990, Semifinalist
,NATIONAL ACADEMY FOUNDATION (NAF),2014, Semifinalist,,ELKTON,1990, Semifinalist
,PAINT BRANCH,2014, Semifinalist,,MIDDLETOWN,1990, Semifinalist
,BALTIMORE POLYTECHNIC,2014, Semifinalist,,POTOMAC,1990, Semifinalist
,WALKERSVILLE,2014, Semifinalist,,RANDALLSTOWN,1990, Semifinalist
,WESTLAKE,2014, Semifinalist,,COLONEL RICHARDSON,1990, Semifinalist
,NORTH POINT,2014, Finalist,,SPRINGBROOK,1990, Semifinalist
,MILFORD MILL,2014, Champion,,HAMMOND,1990, Finalist
,PATTERSON MILL,2014, Champion,,HIGH POINT,1990, Finalist
,ELEANOR ROOSEVELT,2014, Champion,,NORTHERN (Cal.),1990, Finalist
,SOUTHERN (G),2014, Champion,,WESTMAR,1990, Finalist
,FOREST PARK,2015,Semifinalist,,ANNAPOLIS,1990, Champion
,FORESTVILLE,2015,Champion,,CENTRAL (PG),1990, Champion
,OAKLAND MILLS,2015, Semifinalist,,JOPPATOWNE,1990, Champion
,OLD MILL,2015, Semifinalist,,OAKLAND MILLS,1990, Champion
,POCOMOKE,2015, Semifinalist,,ANNAPOLIS,1991, Semifinalist
,BALTIMORE POLYTECHNIC,2015, Semifinalist,,BRUNSWICK,1991, Semifinalist
,WESTLAKE,2015, Semifinalist,,NORTHERN (Cal.),1991, Semifinalist
,WALT WHITMAN,2015, Semifinalist,,OAKLAND MILLS,1991, Semifinalist
,OAKDALE,2015, Finalist,,QUINCE ORCHARD,1991, Semifinalist
,PAINT BRANCH,2015, Finalist,,WATKINS MILL,1991, Semifinalist
,SOUTHERN (G),2015, Finalist,,WILDE LAKE,1991, Semifinalist
,URBANA,2015, Finalist,,WILLIAMSPORT,1991, Semifinalist
,WESTERN STES,2015, Finalist,,CATONSVILLE,1991, Finalist
,MILFORD MILL,2015, Champion,,EDGEWOOD,1991, Finalist
,PATTERSON MILL,2015, Champion,,POCOMOKE,1991, Finalist
,ELEANOR ROOSEVELT,2015, Champion,,SPRINGBROOK,1991, Finalist
,FOREST PARK,2016,Semifinalist,,DUVAL,1991, Champion
,FREDERICK,2016,Semifinalist,,FORESTVILLE,1991, Champion
,KENT ISLAND,2016,Semifinalist,,PARKDALE,1991, Champion
,FORESTVILLE,2016,Champion,,CROSSLAND,1992, Semifinalist
,LARGO,2016,Champion,,STEPHEN DECATUR,1992, Semifinalist
,GLENELG,2016,Champion,,DUVAL,1992, Semifinalist
,NEW TOWN,2016, Semifinalist,,POCOMOKE,1992, Semifinalist
,NORTH POINT,2016, Semifinalist,,SENECA VALLEY,1992, Semifinalist
,PARKDALE,2016, Semifinalist,,WALKERSVILLE,1992, Semifinalist
,POCOMOKE,2016, Semifinalist,,WILLIAMSPORT,1992, Semifinalist
,NORTHERN (Cal.),2016, Finalist,,OLD MILL,1992, Finalist
,BALTIMORE POLYTECHNIC,2016, Finalist,,OVERLEA,1992, Finalist
,SOUTHERN (G),2016, Finalist,,PAINT BRANCH,1992, Finalist
,WESTERN (B),2016, Finalist,,PERRYVILLE,1992, Finalist
,WILLIAMSPORT,2016, Finalist,,POTOMAC,1992, Finalist
,NEW TOWN,2016, Champion,,CATONSVILLE,1992, Champion
,WALT WHITMAN,2016, Champion,,FORESTVILLE,1992, Champion
,KENT ISLAND,2017,Semifinalist,,HIGH POINT,1992, Champion
,MARRIOTTS RIDGE,2017,Semifinalist,,MILFORD MILL,1992, Champion
,ATHOLTON,2017,Finalist,,CATONSVILLE,1993, Semifinalist
,DOUGLASS (PG),2017,Finalist,,CHOPTICON,1993, Semifinalist
,CATONSVILLE,2017,Champion,,EDGEWOOD,1993, Semifinalist
,FREDERICK,2017,Champion,,FALLSTON,1993, Semifinalist
,MILFORD MILL,2017, Semifinalist,,HIGH POINT,1993, Semifinalist
,NEW TOWN,2017, Semifinalist,,GOV. THOMAS JOHNSON,1993, Semifinalist
,NORTH POINT,2017, Semifinalist,,SPRINGBROOK,1993, Semifinalist
,OXON HILL,2017, Semifinalist,,WESTMAR,1993, Semifinalist
,POCOMOKE,2017, Semifinalist,,CAMBRIDGE/SD,1993, Finalist
,ELEANOR ROOSEVELT,2017, Semifinalist,,HEREFORD,1993, Finalist
,SOUTHWESTERN,2017, Semifinalist,,MEADE,1993, Finalist
,SOUTHERN (G),2017, Finalist,,POTOMAC,1993, Finalist
,WALT WHITMAN,2017, Finalist,,ALLEGANY,1993, Champion
,NEW TOWN,2017, Champion,,PAUL LAURENCE DUNBAR,1993, Champion
,PATTERSON MILL,2017, Champion,,LARGO,1993, Champion
,BETHESDA-CHEVY CHASE,2018,Semifinalist,,SOUTHERN (B),1993, Champion
,COPPIN ACADEMY,2018,Semifinalist,,CROSSLAND,1994, Semifinalist
,GWYNN PARK,2018,Semifinalist,,EDGEWOOD,1994, Semifinalist
,CATONSVILLE,2018,Finalist,,GLEN BURNIE,1994, Semifinalist
,DOUGLASS (PG),2018,Finalist,,GOV. THOMAS JOHNSON,1994, Semifinalist
,LONG REACH,2018,Finalist,,POTOMAC,1994, Semifinalist
,FREDERICK,2018,Champion,,RANDALLSTOWN,1994, Semifinalist
,NORTH POINT,2018, Semifinalist,,SNOW HILL,1994, Semifinalist
,OAKLAND MILLS,2018, Semifinalist,,WILLIAMSPORT,1994, Semifinalist
,PIKESVILLE,2018, Semifinalist,,ALLEGANY,1994, Finalist
,BALTIMORE POLYTECHNIC,2018, Semifinalist,,FREDERICK DOUGLASS (B),1994, Finalist
,C. MILTON WRIGHT,2018, Semifinalist,,SPRINGBROOK,1994, Finalist
,QUEEN ANNE'S,2018, Finalist,,WILDE LAKE,1994, Finalist
,POOLESVILLE,2018, Champion,,PAUL LAURENCE DUNBAR,1994, Champion
,ELEANOR ROOSEVELT,2018, Champion,,DUVAL,1994, Champion
,SOUTHERN (G),2018, Champion,,MILFORD MILL,1994, Champion
,ABERDEEN,2019,Semifinalist,,SOUTHERN (B),1994, Champion
,BETHESDA-CHEVY CHASE,2019,Semifinalist,,ARUNDEL,1995, Semifinalist
,COPPIN ACADEMY,2019,Semifinalist,,BROADNECK,1995, Semifinalist
,DOUGLASS (PG),2019,Semifinalist,,EDGEWOOD,1995, Semifinalist
,GAITHERSBURG,2019,Semifinalist,,GWYNN PARK,1995, Semifinalist
,JOPPATOWNE,2019,Semifinalist,,HIGH POINT,1995, Semifinalist
,JOPPATOWNE,2019,Semifinalist,,COLONEL RICHARDSON,1995, Semifinalist
,LONG REACH,2019,Semifinalist,,SOUTH HAGERSTOWN,1995, Semifinalist
,FREDERICK,2019,Champion,,WILLIAMSPORT,1995, Semifinalist
,CHARLES H. FLOWERS,2019,Champion,,GOV. THOMAS JOHNSON,1995, Finalist
,QUEEN ANNE'S,2019, Semifinalist,,MILFORD MILL,1995, Finalist
